customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback
1141,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,0,i have been a customer with this company for 12 months now and i am pleased to say that i have had no issues with churn the monthly charges of 19 8 are affordable and the automatic bank transfer payment method is convenient for me however i do wish that internet service was offered as part of my contract overall i am satisfied with my experience as a customer
723,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,i recently signed up for internet service with this company on a month to month basis unfortunately after just one month i decided to cancel due to some personal reasons i found the monthly charges of 20 15 to be reasonable but i was disappointed to find out that they do not offer internet service in my area i also found it inconvenient that the only payment method available was to mail a check overall my experience as a customer was short lived but somewhat frustrating
2541,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,0,i have been a loyal customer with this company for almost 5 years now and i have had a positive experience overall the dsl internet service has been reliable and i have not experienced any major issues with it the monthly charges of 59 9 are reasonable for the service provided i appreciate the convenience of having my payments automatically deducted from my credit card each month overall i am satisfied with the service and have no complaints
4479,1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2970.3,0,i have been a customer of this dsl internet service provider for nearly four years now and i have been very satisfied with their service the monthly charges are reasonable at 59 6 and i appreciate the convenience of automatic credit card payments the internet connection has been reliable and i have had no issues with downtime overall i have no complaints and would recommend this provider to others looking for a reliable and affordable internet service
4873,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,1530.6,0,i have been a customer with this company for 30 months now and i have been very satisfied with their service the monthly charges of 55 3 for dsl internet are very reasonable and the automatic bank transfer payment method makes it convenient for me to pay my bill on time i have never experienced any issues with my internet service and have had no reason to consider churning to another provider overall i am happy with the service i am receiving and would recommend this company to others
4584,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15,1,i have been a customer with this company for almost four years now but i have decided to churn and cancel my service the monthly charges of 99 35 for fiber optic internet were reasonable but i have found a better deal with another provider the month to month contract type was convenient for me but i have been having issues with the electronic check payment method overall i have had a satisfactory experience with the internet service itself but i ultimately decided to switch due to cost and payment method issues
6119,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,30.2,1,i recently signed up for dsl internet service with this provider on a month to month contract unfortunately after just one month i decided to switch to a different provider due to slow and unreliable internet speeds the monthly charges were reasonable at 30 2 and i appreciated the convenience of paying with an electronic check however the overall service did not meet my expectations and i ultimately chose to churn
3733,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45,0,i have been a customer with this company for 6 years now and i have been very satisfied with the service overall the internet service provided through dsl has been reliable and consistent with few interruptions the automatic credit card payment method has made bill paying convenient and hassle free although the monthly charges are a bit on the higher side at 90 25 i feel that the quality of service justifies the cost overall i have no complaints and would recommend this company to others
6199,0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,1093.1,1,i recently decided to switch internet providers after being with this company for 17 months on a month to month contract the dsl service was reliable for the most part but i found the monthly charges of 64 7 to be a bit on the higher side compared to other providers in the area additionally having to mail a check for payment was a bit inconvenient for me overall i decided to churn and go with a different provider that offered better value for the price
2700,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,0,i have been a customer with this company for over 6 years now and i have been extremely satisfied with the service the fiber optic internet service is fast and reliable and the monthly charges are reasonable for the quality of service provided i appreciate the convenience of automatic credit card payments as it ensures that my bill is always paid on time overall i have had a great experience with this company and would highly recommend them to others
3481,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,0,i have been a customer with this fiber optic internet service provider for 2 months now and i am extremely satisfied with the service the connection is fast and reliable and i have not experienced any issues with downtime or slow speeds the automatic payment method with my credit card makes it convenient to pay my monthly bill of 95 5 overall i would highly recommend this service to others looking for a reliable internet provider
4844,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1874.45,0,i have been a customer with this company for almost two and a half years now and i have been satisfied with the service overall the dsl internet service has been reliable and the monthly charges of 66 15 are reasonable i appreciate the option to pay by mailed check as it is convenient for me i have not experienced any issues with billing or service disruptions during my time as a customer overall i am happy with the service provided and do not plan on churning anytime soon
5194,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,0,i have been a customer with this company for just one month and so far i am very satisfied with the service the month to month contract and automatic bank transfer payment method make it convenient for me to manage my account although i do not have internet service with this company the monthly charges of 20 2 are reasonable i have not experienced any issues with billing or service so i have no complaints overall i am happy with my experience as a new customer
2384,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0,i have been a customer with this internet service provider for one month now and i am overall satisfied with the service the monthly charges are reasonable at 45 25 and the automatic bank transfer payment method is convenient for me the dsl internet service has been reliable so far and i have not experienced any issues with connectivity i appreciate the flexibility of the month to month contract and have no plans to churn at this time i would recommend this provider to others looking for a reliable and affordable internet service option
4423,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0,i have been a customer with this company for six years now and i have been very satisfied with the service the fiber optic internet has been extremely reliable and fast and i have had no issues with connectivity the automatic bank transfer payment method is convenient and hassle free the monthly charges of 99 9 are reasonable considering the quality of service i receive overall i have no complaints and would recommend this company to others
4292,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,1,i recently made the decision to churn from my current internet service provider after being with them for 5 months on a month to month contract while the fiber optic internet service was fast and reliable i found that the monthly charges of 69 7 were higher than i was willing to pay additionally i had some issues with the electronic check payment method as it was not always convenient for me to use overall i would recommend this provider for their quality internet service but i ultimately decided to switch to a different provider that offered more affordable pricing and a payment method that better suited my needs
4656,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0,i have been a customer with this company for almost 4 years now and i have been extremely satisfied with their fiber optic internet service the speed and reliability have been top notch and i have had no issues with connectivity the automatic credit card payment method makes it convenient for me to pay my monthly bill on time even though the monthly charges are a bit on the higher side at 74 8 i believe the quality of service is worth it overall i have no complaints and am happy to continue being a loyal customer
3828,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1,i have been a customer with this company for 34 months now but unfortunately i have decided to churn the monthly charges of 106 35 for fiber optic internet service were reasonable but i found the service to be inconsistent and unreliable additionally the payment method of electronic check was convenient but i experienced issues with billing errors and customer service support overall i was not satisfied with the level of service provided and have chosen to switch to a different provider
5803,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,1,i was a customer of this fiber optic internet service provider for 11 months on a month to month contract the monthly charges of 97 85 were reasonable for the high speed internet i received i appreciated the convenience of automatic bank transfers for payment however i ultimately decided to churn because i found a better deal with another provider overall i had a positive experience with this company but ultimately had to switch for financial reasons
6263,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,0,i have been a customer with this dsl internet service provider for 10 months now and have not experienced any issues with their service the monthly charges of 49 55 are reasonable for the speed and reliability of the internet connection i appreciate being able to pay with a mailed check as it is convenient for me overall i am satisfied with my experience and do not plan on switching providers any time soon
6671,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,0,after 70 months of being a loyal customer with this company i can confidently say that i am extremely satisfied with the service provided the two year contract with dsl internet has been reliable and consistent with no issues or disruptions in service the monthly charges of 69 2 are reasonable for the quality of service received the automatic credit card payment method makes it convenient and hassle free to pay my bill on time every month overall i have had a positive experience with this company and have no intentions of churning in the near future
6956,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,0,i have been a customer with this company for 17 months now and i have not experienced any issues with churning i have been on a one year contract with monthly charges of 20 75 which i find to be very reasonable although i do not have internet service with this company i have been satisfied with the payment method of mailing a check overall i am happy with my experience as a customer and would recommend this company to others
3268,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,0,i have been a customer with this company for over five years now and have been satisfied with the service overall the monthly charges are reasonable for the internet service i receive through dsl the automatic credit card payment method is convenient and hassle free i have not experienced any issues with the service or billing that would prompt me to consider leaving overall i am a happy and loyal customer
2862,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,0,i have been a customer with this internet service provider for 13 months now and i am very satisfied with the service the monthly charges of 76 2 for dsl internet are reasonable and the payment method through electronic check is convenient i appreciate the flexibility of the month to month contract and i have not experienced any issues with the service that would make me consider churning overall i would recommend this provider to others looking for reliable internet service
2599,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,0,i have been a customer with this company for almost four years now and i have been extremely satisfied with the service the fiber optic internet is fast and reliable and i have never experienced any issues with connectivity the monthly charges are reasonable at 84 50 and i appreciate the convenience of being able to pay with electronic check overall i have no complaints and would highly recommend this company to others
4212,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,0,i have been a customer with this internet service provider for 2 months now and i am happy to say that i have had no issues with churning the month to month contract option works well for my needs and the monthly charges of 49 25 are affordable the dsl internet service has been reliable and i have not experienced any major outages the only downside for me is the payment method of mailed check which can be a bit inconvenient overall i am satisfied with the service provided
5510,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,i recently switched to this fiber optic internet service provider and signed up for a month to month contract however after just 2 months of service i decided to cancel due to a better deal with another provider the monthly charges of 80 65 were reasonable but i found a cheaper option elsewhere the payment method of electronic check was convenient and easy to use overall i had a positive experience with the service but ultimately chose to switch due to cost savings
5427,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,0,i have been with this dsl internet service provider for over four years now and i have been very satisfied with the service the monthly charges are reasonable at 79 75 and the automatic credit card payment method makes it convenient for me to pay my bills on time the internet speed has been consistent and reliable throughout my tenure overall i have had a positive experience and would recommend this provider to others
2047,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0,i have been a customer with this company for almost six years now and i have been very satisfied with the service the monthly charges are reasonable at 64 15 and i appreciate the convenience of automatic credit card payments the dsl internet service has been reliable and meets my needs i have not experienced any issues that would cause me to consider switching providers overall i am a happy and loyal customer
5686,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0,i have been a customer with this company for over 3 years now and i have been very satisfied with the service the fiber optic internet is fast and reliable and i have had no issues with connectivity the monthly charges are reasonable at 90 25 and the option to pay with an electronic check is convenient for me i appreciate the flexibility of a month to month contract as it allows me to easily make changes if needed overall i am happy with my experience and have no plans to churn in the near future
6630,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,after being a customer for 15 months i ultimately decided to churn due to the high monthly charges of 99 1 for fiber optic internet service while the service itself was reliable and fast i found that i could get a better deal with another provider the automatic credit card payment method was convenient but i ultimately had to prioritize cost savings over convenience overall i would recommend this service for those who value speed and reliability but be prepared to potentially pay a higher monthly fee
4658,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,0,i have been a customer with this company for 25 months now and i have been very satisfied with the service the dsl internet service has been reliable and the monthly charges of 69 5 are reasonable for the speed and quality of service i receive i appreciate the convenience of the automatic credit card payment method as well overall i have had no reason to consider churning and i would recommend this company to others looking for a reliable internet service provider
5305,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,1,i recently cancelled my service with this company after being a customer for 8 months the monthly charges of 80 65 for fiber optic internet were reasonable but i ultimately decided to switch providers due to better promotional offers elsewhere the automatic credit card payment method was convenient and i never experienced any issues with billing overall i had a positive experience with the service during my time as a customer
3265,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,0,i have been a loyal customer of this dsl internet service provider for the past five years with no intention of churning anytime soon the monthly charges of 74 85 are reasonable for the reliable internet service i receive the automatic payment method via credit card is convenient and hassle free overall i am satisfied with the service and plan to continue using it in the future
1129,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,i was a customer with this company for 18 months on a month to month contract with a monthly charge of 95 45 for fiber optic internet service i used electronic check as my payment method unfortunately i ultimately decided to churn as i found a better deal with another provider the service was reliable and fast but the pricing was a bit high compared to competitors overall i was satisfied with the service but ultimately made the decision to switch providers for a better deal
6198,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,0,i have been a loyal customer of this company for over five years now and i couldn t be happier with their services the fiber optic internet service they provide is extremely reliable and fast and i have never experienced any interruptions or downtime the automatic payment method with my credit card makes it convenient for me to pay my monthly bill without having to worry about remembering to do so although the monthly charges are a bit on the higher side at 99 65 i believe the quality of service i receive more than justifies the cost overall i am very satisfied with this company and would highly recommend them to others
3578,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,0,i have been a loyal customer of this internet service provider for over 5 years now and i have been very satisfied with the fiber optic internet service they offer the speed and reliability of the connection have been excellent and i have had no issues with downtime or interruptions i appreciate the convenience of being able to pay my monthly bill with an electronic check and the 108 45 monthly charge for the service is reasonable for the quality of internet i receive overall i have had a positive experience with this provider and would recommend them to others looking for reliable and fast internet service
2783,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,0,i have been a customer with this company for over 2 and a half years and i have been very satisfied with the service the automatic credit card payments make it convenient for me to pay my bill on time every month although i do not have internet service with this company i have never experienced any issues with my account or billing the monthly charges are reasonable at 24 95 and i have no plans to churn in the near future overall i would highly recommend this company to others
4218,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,0,i have been a customer with this company for 6 years now and i have been very satisfied with the service the fiber optic internet service has been fast and reliable and i have never experienced any issues with connectivity the automatic credit card payment method is convenient and hassle free although the monthly charges are on the higher side at 107 5 i believe the quality of service justifies the cost overall i have no complaints and i would highly recommend this company to others
295,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0,i have been a customer with this company for almost 4 years now and i have been very satisfied with the service provided the fiber optic internet service has been reliable and fast with minimal downtime the monthly charges are reasonable for the quality of service received i appreciate the convenience of paying with electronic check and have had no issues with billing overall i have no complaints and would recommend this company to others
832,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,0,i have been a customer with this company for 5 years now and i am extremely satisfied with their service the fiber optic internet is fast and reliable and the automatic bank transfer payment method makes it convenient for me to pay my monthly bill the monthly charges of 89 9 are reasonable for the quality of service i receive i have had no issues with my internet connection and have not experienced any reason to consider switching providers overall i would highly recommend this company to others looking for a reliable internet service provider
358,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0,i have been a customer with this company for 6 years now and i am extremely satisfied with the service the monthly charges are very reasonable at 42 1 and i appreciate the convenience of the automatic bank transfer payment method the dsl internet service has been reliable and i have never experienced any issues with connectivity overall i have had a positive experience and would highly recommend this company to others
374,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,0,i have been a customer with this dsl provider for 18 months now and i have been very satisfied with the service the monthly charges are reasonable at 54 4 and i appreciate the convenience of automatic credit card payments i have not experienced any issues with the service and have had no reason to consider churning overall i am happy with my experience and would recommend this provider to others
4043,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,1,i cancelled my service after 9 months due to moving to a new area the fiber optic internet service was reliable and fast but i found the monthly charges of 94 4 to be a bit steep compared to other providers in the area the option to pay with an electronic check was convenient and hassle free overall i was satisfied with the service but ultimately decided to switch to a more affordable provider
3609,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,0,i have been a customer with this dsl internet service provider for 3 months now on a month to month contract i have been satisfied with the service so far and have not experienced any issues that would cause me to consider churning the monthly charges of 75 3 are reasonable for the internet speed and reliability i am receiving i appreciate the convenience of paying through electronic check overall i am happy with my experience and plan to continue using this service
6090,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,0,i have been a customer with this company for 47 months and have been very satisfied with their service the fiber optic internet service has been reliable and fast and i have had no issues with billing or payments using electronic check the monthly charges of 78 9 are reasonable for the quality of service provided i have no plans to churn and will continue to be a loyal customer
2382,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,0,i have been a loyal customer with this internet provider for over two and a half years now and i have had a positive experience overall the dsl internet service has been reliable and consistent during my time with them i appreciate the option to pay by mailing a check as it is convenient for me the monthly charges are reasonable at 79 2 considering the quality of service i receive i have no complaints and am satisfied with my internet provider
2215,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,0,i have been a loyal customer with this company for 50 months now and have been satisfied with the service overall the automatic bank transfer payment method is convenient and hassle free however i do wish there was an option for internet service as part of my package other than that the monthly charges of 20 15 for a two year contract are reasonable overall i am happy with my experience with this company
5262,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,0,i have been a customer with this company for 10 months now and i am very satisfied with the service the fiber optic internet is fast and reliable and i have had no issues with connectivity the monthly charges of 79 85 are reasonable for the quality of service provided i appreciate being able to pay by mailing a check as it is my preferred method of payment overall i have no complaints and am happy to continue using this company for my internet service
1562,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0,i have been using the dsl internet service for a month now and i am satisfied with the speed and reliability the monthly charges of 49 05 are reasonable for the service provided i appreciate being able to pay with a mailed check as it is convenient for me overall i am happy with the service and do not plan on churning anytime soon
501,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,0,i have been a customer with this company for over four years now and have been satisfied with the service overall the monthly charges are reasonable at 20 4 and i appreciate being able to pay with electronic check the lack of internet service is not an issue for me as i have alternative options overall i have had a positive experience and would recommend this company to others
1272,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,0,i have been a customer with this company for over five years now and i have been extremely satisfied with the service the fiber optic internet is fast and reliable and i have never experienced any issues with connectivity the automatic bank transfer payment method is convenient and hassle free the monthly charges are reasonable for the quality of service that i receive overall i have no complaints and would highly recommend this company to others
5697,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,0,i have been a customer with this company for over five years now and i have been very satisfied with the service the automatic bank transfer payment method makes it convenient for me to pay my bill on time every month even though i do not have internet service with them the monthly charges of 24 25 for my other services are very reasonable i have no plans to leave this company anytime soon
3994,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,0,i have been a customer with this dsl internet service provider for 3 months now on a month to month contract i have been satisfied with the service so far and have not experienced any issues with connectivity or speed the automatic bank transfer for payment has been convenient and hassle free the monthly charges of 64 5 are reasonable for the service provided overall i am happy with my experience and do not plan on switching to another provider
1836,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,0,i have been a customer with this company for 56 months now and have been really satisfied with the service the fiber optic internet is fast and reliable and i have had no issues with connectivity the monthly charges are reasonable at 110 5 and the electronic check payment method is convenient for me overall i am happy with my service and have no plans to churn in the near future
4550,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0,i have been with this dsl service provider for 46 months now and i have been overall satisfied with the service the monthly charges of 55 65 are reasonable for the internet speed and reliability i receive i appreciate the convenience of the automatic credit card payment method as it ensures that my bills are always paid on time i have not experienced any issues or outages that would make me consider switching providers overall i would recommend this service to others looking for a reliable and affordable internet option
3970,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,0,i have been a customer with this company for 8 months now and i am very satisfied with the service the monthly charges are reasonable at 54 65 and the dsl internet service has been reliable i appreciate the flexibility of the month to month contract as it gives me the option to easily cancel if needed i also prefer paying by mailed check and have had no issues with the payment process overall i am happy with my experience as a customer and have no plans to churn
